filename,width,height,longest_side
austin31_obj0370.png,72,90,90
austin31_obj0371.png,24,27,27
austin31_obj0372.png,75,88,88
austin31_obj0373.png,29,29,29
austin31_obj0374.png,13,45,45
austin31_obj0375.png,75,82,82
austin31_obj0376.png,70,75,75
austin31_obj0377.png,78,41,78
austin31_obj0378.png,41,33,41
austin31_obj0379.png,28,30,30
austin31_obj0380.png,24,24,24
austin31_obj0381.png,29,27,29
austin31_obj0382.png,33,39,39
austin31_obj0383.png,34,36,36
austin31_obj0384.png,27,16,27
austin31_obj0385.png,77,89,89
austin31_obj0386.png,17,29,29
austin31_obj0387.png,18,23,23
austin31_obj0388.png,70,82,82
austin31_obj0389.png,107,123,123
austin31_obj0390.png,21,21,21
austin31_obj0391.png,72,72,72
austin31_obj0392.png,34,42,42
austin31_obj0393.png,17,21,21
austin31_obj0394.png,29,29,29
austin31_obj0395.png,17,17,17
austin31_obj0396.png,17,15,17
austin31_obj0397.png,22,22,22
austin31_obj0398.png,34,35,35
austin31_obj0399.png,63,70,70
austin31_obj0400.png,21,23,23
austin31_obj0401.png,33,33,33
austin31_obj0402.png,29,16,29
austin31_obj0403.png,131,119,131
austin31_obj0404.png,65,72,72
austin31_obj0405.png,15,28,28
austin31_obj0406.png,28,29,29
austin31_obj0407.png,114,93,114
austin31_obj0408.png,59,71,71
austin31_obj0409.png,28,23,28
austin31_obj0410.png,76,102,102
austin31_obj0411.png,21,18,21
austin31_obj0412.png,90,77,90
austin31_obj0413.png,17,21,21
austin31_obj0414.png,2,41,41
austin31_obj0415.png,16,17,17
austin31_obj0416.png,21,16,21
austin31_obj0417.png,60,124,124
austin31_obj0418.png,52,72,72
austin31_obj0419.png,96,81,96
austin31_obj0420.png,47,82,82
austin31_obj0421.png,51,76,76
austin31_obj0422.png,53,105,105
austin31_obj0423.png,53,69,69
austin31_obj0424.png,16,15,16
austin31_obj0425.png,48,72,72
austin31_obj0426.png,47,58,58
austin31_obj0427.png,87,81,87
austin31_obj0428.png,63,65,65
austin31_obj0429.png,66,69,69
austin31_obj0430.png,22,24,24
austin31_obj0431.png,87,90,90
austin31_obj0432.png,215,281,281
austin31_obj0433.png,63,58,63
austin31_obj0434.png,23,27,27
austin31_obj0435.png,57,60,60
austin31_obj0436.png,57,65,65
austin31_obj0437.png,65,65,65
austin31_obj0438.png,59,57,59
austin31_obj0439.png,88,78,88
austin31_obj0440.png,47,58,58
austin31_obj0441.png,100,78,100
austin31_obj0442.png,81,88,88
austin31_obj0443.png,165,149,165
austin31_obj0444.png,63,87,87
austin31_obj0445.png,48,53,53
austin31_obj0446.png,16,27,27
austin31_obj0447.png,105,89,105
austin31_obj0448.png,78,75,78
austin31_obj0449.png,84,87,87
austin31_obj0450.png,72,100,100
austin31_obj0451.png,220,291,291
austin31_obj0452.png,28,30,30
austin31_obj0453.png,83,88,88
austin31_obj0454.png,221,279,279
austin31_obj0455.png,29,30,30
austin31_obj0456.png,16,15,16
austin31_obj0457.png,27,23,27
austin31_obj0458.png,83,94,94
austin31_obj0459.png,30,21,30
austin31_obj0460.png,64,87,87
austin31_obj0461.png,51,53,53
austin31_obj0462.png,108,118,118
austin31_obj0463.png,23,27,27
austin31_obj0464.png,77,89,89
austin31_obj0465.png,84,95,95
austin31_obj0466.png,94,102,102
austin31_obj0467.png,58,57,58
austin31_obj0468.png,28,28,28
austin31_obj0469.png,65,63,65
austin31_obj0470.png,33,35,35
austin31_obj0471.png,113,111,113
austin31_obj0472.png,70,83,83
austin31_obj0473.png,190,228,228
austin31_obj0474.png,88,102,102
austin31_obj0475.png,21,34,34
austin31_obj0476.png,60,82,82
austin31_obj0477.png,69,81,81
austin31_obj0478.png,52,89,89
austin31_obj0479.png,69,111,111
austin31_obj0480.png,9,58,58
austin31_obj0481.png,312,280,312
austin31_obj0482.png,59,90,90
austin31_obj0483.png,59,81,81
austin31_obj0484.png,66,93,93
austin31_obj0485.png,51,78,78
austin31_obj0486.png,45,54,54
austin31_obj0487.png,47,71,71
austin31_obj0488.png,87,106,106
austin31_obj0489.png,78,94,94
austin31_obj0490.png,42,58,58
austin31_obj0491.png,58,84,84
austin31_obj0492.png,21,22,22
austin31_obj0493.png,40,41,41
austin31_obj0494.png,51,46,51
austin31_obj0495.png,77,88,88
austin31_obj0496.png,63,75,75
austin31_obj0497.png,118,184,184
austin31_obj0498.png,57,70,70
austin31_obj0499.png,87,102,102
austin31_obj0500.png,64,66,66
austin31_obj0501.png,96,119,119
austin31_obj0502.png,42,48,48
austin31_obj0503.png,46,95,95
austin31_obj0504.png,71,81,81
austin31_obj0505.png,18,18,18
austin31_obj0506.png,23,30,30
austin31_obj0507.png,21,15,21
austin31_obj0508.png,23,30,30
austin31_obj0509.png,64,88,88
austin31_obj0510.png,52,75,75
austin31_obj0511.png,59,60,60
austin31_obj0512.png,83,66,83
austin31_obj0513.png,94,105,105
austin31_obj0514.png,29,17,29
austin31_obj0515.png,28,18,28
austin31_obj0516.png,23,27,27
austin31_obj0517.png,288,222,288
austin31_obj0518.png,45,59,59
austin31_obj0519.png,75,90,90
austin31_obj0520.png,101,93,101
austin31_obj0521.png,42,41,42
austin31_obj0522.png,39,33,39
austin31_obj0523.png,60,63,63
austin31_obj0524.png,23,29,29
austin31_obj0525.png,21,12,21
austin31_obj0526.png,22,17,22
austin31_obj0527.png,40,42,42
austin31_obj0528.png,45,94,94
austin31_obj0529.png,117,124,124
austin31_obj0530.png,46,47,47
austin31_obj0531.png,82,83,83
austin31_obj0532.png,84,65,84
austin31_obj0533.png,225,274,274
austin31_obj0534.png,75,64,75
austin31_obj0535.png,45,42,45
austin31_obj0536.png,90,88,90
austin31_obj0537.png,96,118,118
austin31_obj0538.png,27,24,27
austin31_obj0539.png,125,131,131
austin31_obj0540.png,87,66,87
austin31_obj0541.png,81,94,94
austin31_obj0542.png,48,48,48
austin31_obj0543.png,93,99,99
austin31_obj0544.png,96,78,96
austin31_obj0545.png,81,84,84
austin31_obj0546.png,82,105,105
austin31_obj0547.png,102,99,102
austin31_obj0548.png,150,190,190
austin31_obj0549.png,40,51,51
austin31_obj0550.png,222,288,288
austin31_obj0551.png,70,78,78
austin31_obj0552.png,71,89,89
austin31_obj0553.png,65,84,84
austin31_obj0554.png,87,65,87
austin31_obj0555.png,57,59,59
austin31_obj0556.png,21,21,21
austin31_obj0557.png,40,41,41
austin31_obj0558.png,52,60,60
austin31_obj0559.png,30,33,33
austin31_obj0560.png,87,100,100
austin31_obj0561.png,63,87,87
austin31_obj0562.png,222,276,276
austin31_obj0563.png,72,65,72
austin31_obj0564.png,66,84,84
austin31_obj0565.png,69,71,71
austin31_obj0566.png,34,34,34
austin31_obj0567.png,64,87,87
austin31_obj0568.png,42,45,45
austin31_obj0569.png,99,82,99
austin31_obj0570.png,234,275,275
austin31_obj0571.png,255,270,270
austin31_obj0572.png,64,84,84
austin31_obj0573.png,66,84,84
austin31_obj0574.png,165,101,165
austin31_obj0575.png,167,143,167
austin31_obj0576.png,22,18,22
austin31_obj0577.png,100,78,100
austin31_obj0578.png,65,87,87
austin31_obj0579.png,197,120,197
austin31_obj0580.png,177,177,177
austin31_obj0581.png,90,84,90
austin31_obj0582.png,81,57,81
austin31_obj0583.png,150,105,150
austin31_obj0584.png,58,65,65
austin31_obj0585.png,76,64,76
austin31_obj0586.png,71,77,77
austin31_obj0587.png,71,65,71
austin31_obj0588.png,76,59,76
austin31_obj0589.png,84,78,84
austin31_obj0590.png,39,53,53
austin31_obj0591.png,66,81,81
austin31_obj0592.png,35,41,41
austin31_obj0593.png,58,48,58
austin31_obj0594.png,46,47,47
austin31_obj0595.png,77,39,77
austin31_obj0596.png,53,51,53
austin31_obj0597.png,66,58,66
austin31_obj0598.png,34,39,39
austin31_obj0599.png,167,120,167
austin31_obj0600.png,64,75,75
austin31_obj0601.png,18,17,18
austin31_obj0602.png,35,59,59
austin31_obj0603.png,54,46,54
austin31_obj0604.png,45,40,45
austin31_obj0605.png,73,75,75
austin31_obj0606.png,52,54,54
austin31_obj0607.png,107,107,107
austin31_obj0608.png,238,304,304
austin31_obj0609.png,288,324,324
austin31_obj0610.png,142,178,178
austin31_obj0611.png,313,316,316
austin31_obj0612.png,84,81,84
austin31_obj0613.png,341,327,341
austin31_obj0614.png,191,261,261
austin31_obj0615.png,336,323,336
austin31_obj0616.png,29,28,29
austin31_obj0617.png,22,24,24
austin31_obj0618.png,47,47,47
austin31_obj0619.png,856,1272,1272
austin31_obj0620.png,66,66,66
austin31_obj0621.png,58,33,58
austin31_obj0622.png,59,30,59
austin31_obj0623.png,39,40,40
austin31_obj0624.png,203,202,203
austin31_obj0625.png,150,147,150
austin31_obj0626.png,63,88,88
austin31_obj0627.png,246,118,246
austin31_obj0628.png,112,76,112
austin31_obj0629.png,93,95,95
austin31_obj0630.png,258,202,258
austin31_obj0631.png,89,82,89
austin31_obj0632.png,84,93,93
austin31_obj0633.png,222,179,222
austin31_obj0634.png,63,52,63
austin31_obj0635.png,203,267,267
austin31_obj0636.png,138,144,144
austin31_obj0637.png,78,113,113
austin31_obj0638.png,93,88,93
austin31_obj0639.png,27,28,28
austin31_obj0640.png,281,234,281
austin31_obj0641.png,303,190,303
austin31_obj0642.png,93,84,93
austin31_obj0643.png,41,40,41
austin31_obj0644.png,63,51,63
austin31_obj0645.png,22,23,23
austin31_obj0646.png,106,96,106
austin31_obj0647.png,47,48,48
austin31_obj0648.png,268,201,268
austin31_obj0649.png,75,112,112
austin31_obj0650.png,12,12,12
austin31_obj0651.png,63,48,63
austin31_obj0652.png,76,77,77
austin31_obj0653.png,35,34,35
austin31_obj0654.png,48,39,48
austin31_obj0655.png,135,100,135
austin31_obj0656.png,473,520,520
austin31_obj0657.png,96,83,96
austin31_obj0658.png,23,21,23
austin31_obj0659.png,204,261,261
austin31_obj0660.png,143,94,143
austin31_obj0661.png,77,81,81
austin31_obj0662.png,34,34,34
austin31_obj0663.png,16,17,17
austin31_obj0664.png,48,46,48
austin31_obj0665.png,70,65,70
austin31_obj0666.png,117,72,117
austin31_obj0667.png,52,63,63
austin31_obj0668.png,138,173,173
austin31_obj0669.png,101,77,101
austin31_obj0670.png,58,53,58
austin31_obj0671.png,27,23,27
austin31_obj0672.png,204,261,261
austin31_obj0673.png,71,75,75
austin31_obj0674.png,100,76,100
austin31_obj0675.png,82,70,82
austin31_obj0676.png,66,77,77
austin31_obj0677.png,89,89,89
austin31_obj0678.png,114,88,114
austin31_obj0679.png,65,71,71
austin31_obj0680.png,59,81,81
austin31_obj0681.png,263,231,263
austin31_obj0682.png,75,101,101
austin31_obj0683.png,63,65,65
austin31_obj0684.png,225,250,250
austin31_obj0685.png,21,22,22
austin31_obj0686.png,81,113,113
austin31_obj0687.png,99,82,99
austin31_obj0688.png,65,69,69
austin31_obj0689.png,83,108,108
austin31_obj0690.png,84,114,114
austin31_obj0691.png,41,41,41
austin31_obj0692.png,87,71,87
austin31_obj0693.png,22,22,22
austin31_obj0694.png,106,90,106
austin31_obj0695.png,69,87,87
austin31_obj0696.png,76,101,101
austin31_obj0697.png,64,84,84
austin31_obj0698.png,82,113,113
austin31_obj0699.png,69,87,87
austin31_obj0700.png,21,18,21
austin31_obj0701.png,87,112,112
austin31_obj0702.png,96,83,96
austin31_obj0703.png,27,27,27
austin31_obj0704.png,75,83,83
austin31_obj0705.png,201,261,261
austin31_obj0706.png,46,40,46
austin31_obj0707.png,28,30,30
austin31_obj0708.png,82,111,111
austin31_obj0709.png,41,36,41
austin31_obj0710.png,82,113,113
austin31_obj0711.png,59,53,59
austin31_obj0712.png,250,216,250
austin31_obj0713.png,84,70,84
austin31_obj0714.png,40,40,40
austin31_obj0715.png,84,114,114
austin31_obj0716.png,87,112,112
austin31_obj0717.png,47,47,47
austin31_obj0718.png,41,41,41
austin31_obj0719.png,45,47,47
austin31_obj0720.png,88,111,111
austin31_obj0721.png,28,34,34
austin31_obj0722.png,64,88,88
austin31_obj0723.png,33,30,33
austin31_obj0724.png,88,111,111
austin31_obj0725.png,65,59,65
austin31_obj0726.png,84,66,84
austin31_obj0727.png,89,78,89
austin31_obj0728.png,111,94,111
austin31_obj0729.png,88,111,111
austin31_obj0730.png,21,22,22
austin31_obj0731.png,84,75,84
austin31_obj0732.png,87,112,112
austin31_obj0733.png,23,22,23
austin31_obj0734.png,111,93,111
austin31_obj0735.png,107,113,113
austin31_obj0736.png,41,41,41
austin31_obj0737.png,47,54,54
austin31_obj0738.png,263,185,263
austin31_obj0739.png,23,24,24
austin31_obj0740.png,149,96,149
austin31_obj0741.png,142,100,142
austin31_obj0742.png,88,63,88
austin31_obj0743.png,204,136,204
austin31_obj0744.png,82,87,87
austin31_obj0745.png,231,263,263
austin31_obj0746.png,129,94,129
austin31_obj0747.png,99,87,99
austin31_obj0748.png,42,41,42
austin31_obj0749.png,96,77,96
austin31_obj0750.png,35,34,35
austin31_obj0751.png,89,106,106
austin31_obj0752.png,64,60,64
austin31_obj0753.png,240,257,257
austin31_obj0754.png,102,90,102
austin31_obj0755.png,35,33,35
austin31_obj0756.png,53,57,57
austin31_obj0757.png,47,48,48
austin31_obj0758.png,28,23,28
austin31_obj0759.png,48,57,57
austin31_obj0760.png,16,17,17
austin31_obj0761.png,273,453,453
austin31_obj0762.png,63,65,65
austin31_obj0763.png,15,15,15
austin31_obj0764.png,107,160,160
austin31_obj0765.png,24,24,24
austin31_obj0766.png,29,29,29
austin31_obj0767.png,30,34,34
austin31_obj0768.png,48,51,51
austin31_obj0769.png,22,23,23
austin31_obj0770.png,66,76,76
austin31_obj0771.png,174,114,174
austin31_obj0772.png,63,60,63
austin31_obj0773.png,93,125,125
austin31_obj0774.png,21,22,22
austin31_obj0775.png,22,29,29
austin31_obj0776.png,18,21,21
austin31_obj0777.png,47,51,51
austin31_obj0778.png,29,40,40
austin31_obj0779.png,141,135,141
austin31_obj0780.png,94,125,125
austin31_obj0781.png,36,34,36
austin31_obj0782.png,65,63,65
austin31_obj0783.png,82,78,82
austin31_obj0784.png,41,39,41
austin31_obj0785.png,48,48,48
austin31_obj0786.png,30,34,34
austin31_obj0787.png,94,125,125
austin31_obj0788.png,66,63,66
austin31_obj0789.png,37,46,46
austin31_obj0790.png,94,71,94
austin31_obj0791.png,28,28,28
austin31_obj0792.png,34,33,34
austin31_obj0793.png,93,124,124
austin31_obj0794.png,84,106,106
austin31_obj0795.png,16,16,16
austin31_obj0796.png,71,69,71
austin31_obj0797.png,23,22,23
austin31_obj0798.png,82,87,87
austin31_obj0799.png,72,59,72
austin31_obj0800.png,731,669,731
austin31_obj0801.png,124,113,124
austin31_obj0802.png,30,29,30
austin31_obj0803.png,89,87,89
austin31_obj0804.png,36,54,54
austin31_obj0805.png,47,48,48
austin31_obj0806.png,41,36,41
austin31_obj0807.png,71,72,72
austin31_obj0808.png,106,93,106
austin31_obj0809.png,39,40,40
austin31_obj0810.png,100,89,100
austin31_obj0811.png,54,54,54
austin31_obj0812.png,45,58,58
austin31_obj0813.png,88,72,88
austin31_obj0814.png,2,3,3
austin31_obj0815.png,112,120,120
austin31_obj0816.png,57,75,75
austin31_obj0817.png,60,76,76
austin31_obj0818.png,77,58,77
austin31_obj0819.png,53,76,76
austin31_obj0820.png,125,108,125
austin31_obj0821.png,51,65,65
austin31_obj0822.png,48,46,48
austin31_obj0823.png,30,30,30
austin31_obj0824.png,82,87,87
austin31_obj0825.png,61,66,66
austin31_obj0826.png,88,88,88
austin31_obj0827.png,53,51,53
austin31_obj0828.png,45,46,46
austin31_obj0829.png,76,63,76
austin31_obj0830.png,89,88,89
austin31_obj0831.png,70,70,70
austin31_obj0832.png,82,101,101
austin31_obj0833.png,59,58,59
austin31_obj0834.png,77,58,77
austin31_obj0835.png,54,59,59
austin31_obj0836.png,35,35,35
austin31_obj0837.png,18,18,18
austin31_obj0838.png,96,75,96
austin31_obj0839.png,113,89,113
austin31_obj0840.png,83,87,87
austin31_obj0841.png,45,33,45
austin31_obj0842.png,54,64,64
austin31_obj0843.png,35,33,35
austin31_obj0844.png,100,77,100
austin31_obj0845.png,96,102,102
austin31_obj0846.png,28,30,30
austin31_obj0847.png,83,76,83
austin31_obj0848.png,96,71,96
austin31_obj0849.png,81,82,82
austin31_obj0850.png,70,65,70
austin31_obj0851.png,67,72,72
austin31_obj0852.png,23,27,27
austin31_obj0853.png,21,21,21
austin31_obj0854.png,24,24,24
austin31_obj0855.png,173,150,173
austin31_obj0856.png,58,53,58
austin31_obj0857.png,78,75,78
austin31_obj0858.png,48,51,51
austin31_obj0859.png,81,87,87
austin31_obj0860.png,113,75,113
austin31_obj0861.png,123,81,123
austin31_obj0862.png,131,107,131
austin31_obj0863.png,35,35,35
austin31_obj0864.png,51,48,51
austin31_obj0865.png,27,27,27
austin31_obj0866.png,53,54,54
austin31_obj0867.png,57,47,57
austin31_obj0868.png,84,66,84
austin31_obj0869.png,40,40,40
austin31_obj0870.png,57,59,59
austin31_obj0871.png,77,94,94
austin31_obj0872.png,95,71,95
austin31_obj0873.png,58,60,60
austin31_obj0874.png,41,42,42
austin31_obj0875.png,106,75,106
austin31_obj0876.png,39,42,42
austin31_obj0877.png,33,39,39
austin31_obj0878.png,88,84,88
austin31_obj0879.png,113,93,113
austin31_obj0880.png,71,65,71
austin31_obj0881.png,45,52,52
austin31_obj0882.png,41,41,41
austin31_obj0883.png,93,84,93
austin31_obj0884.png,34,36,36
austin31_obj0885.png,102,66,102
austin31_obj0886.png,96,89,96
austin31_obj0887.png,64,66,66
austin31_obj0888.png,107,130,130
austin31_obj0889.png,32,58,58
austin31_obj0890.png,113,123,123
austin31_obj0891.png,39,36,39
austin31_obj0892.png,78,87,87
austin31_obj0893.png,36,34,36
austin31_obj0894.png,17,16,17
austin31_obj0895.png,130,88,130
austin31_obj0896.png,75,76,76
austin31_obj0897.png,130,108,130
austin31_obj0898.png,101,96,101
austin31_obj0899.png,58,64,64
austin31_obj0900.png,47,46,47
austin31_obj0901.png,94,83,94
austin31_obj0902.png,82,77,82
austin31_obj0903.png,87,76,87
austin31_obj0904.png,39,36,39
austin31_obj0905.png,76,90,90
austin31_obj0906.png,84,78,84
austin31_obj0907.png,36,39,39
austin31_obj0908.png,108,102,108
austin31_obj0909.png,81,81,81
austin31_obj0910.png,84,76,84
austin31_obj0911.png,41,48,48
austin31_obj0912.png,78,81,81
austin31_obj0913.png,88,88,88
austin31_obj0914.png,136,132,136
austin31_obj0915.png,89,72,89
austin31_obj0916.png,99,87,99
austin31_obj0917.png,202,448,448
austin31_obj0918.png,77,72,77
austin31_obj0919.png,52,52,52
austin31_obj0920.png,87,88,88
austin31_obj0921.png,126,124,126
austin31_obj0922.png,23,23,23
austin31_obj0923.png,131,137,137
austin31_obj0924.png,113,76,113
austin31_obj0925.png,88,78,88
austin31_obj0926.png,81,81,81
austin31_obj0927.png,84,76,84
austin31_obj0928.png,262,203,262
austin31_obj0929.png,78,77,78
austin31_obj0930.png,18,52,52
austin31_obj0931.png,96,111,111
austin31_obj0932.png,28,24,28
austin31_obj0933.png,93,77,93
austin31_obj0934.png,33,29,33
austin31_obj0935.png,102,102,102
austin31_obj0936.png,41,29,41
austin31_obj0937.png,105,105,105
austin31_obj0938.png,263,192,263
austin31_obj0939.png,57,93,93
austin31_obj0940.png,84,87,87
austin31_obj0941.png,118,71,118
austin31_obj0942.png,89,95,95
austin31_obj0943.png,78,79,79
austin31_obj0944.png,114,50,114
austin31_obj0945.png,77,32,77
austin31_obj0946.png,30,9,30
austin31_obj0947.png,15,5,15
austin31_obj0948.png,6,3,6
austin6_obj0001.png,124,95,124
austin6_obj0002.png,53,20,53
austin6_obj0003.png,39,13,39
austin6_obj0004.png,118,65,118
austin6_obj0005.png,120,67,120
austin6_obj0006.png,96,53,96
austin6_obj0007.png,22,7,22
austin6_obj0008.png,60,22,60
austin6_obj0009.png,42,15,42
austin6_obj0010.png,29,10,29
austin6_obj0011.png,53,18,53
austin6_obj0012.png,52,37,52
austin6_obj0013.png,70,23,70
austin6_obj0014.png,132,65,132
austin6_obj0015.png,28,9,28
austin6_obj0016.png,4,2,4
austin6_obj0017.png,6,3,6
austin6_obj0018.png,106,88,106
austin6_obj0019.png,32,18,32
austin6_obj0020.png,95,82,95
austin6_obj0021.png,171,130,171
austin6_obj0022.png,106,149,149
austin6_obj0023.png,108,145,145
austin6_obj0024.png,90,81,90
austin6_obj0025.png,64,69,69
austin6_obj0026.png,64,66,66
austin6_obj0027.png,165,150,165
austin6_obj0028.png,54,48,54
austin6_obj0029.png,108,102,108
austin6_obj0030.png,23,24,24
austin6_obj0031.png,114,111,114
austin6_obj0032.png,102,111,111
austin6_obj0033.png,84,87,87
austin6_obj0034.png,125,106,125
austin6_obj0035.png,78,96,96
austin6_obj0036.png,74,101,101
austin6_obj0037.png,102,96,102
austin6_obj0038.png,120,117,120
austin6_obj0039.png,154,90,154
austin6_obj0040.png,42,47,47
austin6_obj0041.png,114,106,114
austin6_obj0042.png,29,29,29
austin6_obj0043.png,24,22,24
austin6_obj0044.png,108,111,111
austin6_obj0045.png,142,93,142
austin6_obj0046.png,102,78,102
austin6_obj0047.png,125,126,126
austin6_obj0048.png,90,137,137
austin6_obj0049.png,105,142,142
austin6_obj0050.png,130,66,130
austin6_obj0051.png,48,48,48
austin6_obj0052.png,148,111,148
austin6_obj0053.png,41,42,42
austin6_obj0054.png,95,66,95
austin6_obj0055.png,101,95,101
austin6_obj0056.png,52,53,53
austin6_obj0057.png,149,96,149
austin6_obj0058.png,118,135,135
austin6_obj0059.png,153,102,153
austin6_obj0060.png,58,78,78
austin6_obj0061.png,52,47,52
austin6_obj0062.png,96,114,114
austin6_obj0063.png,88,63,88
austin6_obj0064.png,179,131,179
austin6_obj0065.png,107,107,107
austin6_obj0066.png,82,114,114
austin6_obj0067.png,132,107,132
austin6_obj0068.png,42,58,58
austin6_obj0069.png,102,100,102
austin6_obj0070.png,42,45,45
austin6_obj0071.png,191,150,191
austin6_obj0072.png,76,100,100
austin6_obj0073.png,46,60,60
austin6_obj0074.png,130,83,130
austin6_obj0075.png,93,102,102
austin6_obj0076.png,30,29,30
austin6_obj0077.png,36,41,41
austin6_obj0078.png,106,137,137
austin6_obj0079.png,41,47,47
austin6_obj0080.png,21,21,21
austin6_obj0081.png,90,96,96
austin6_obj0082.png,139,83,139
austin6_obj0083.png,93,77,93
austin6_obj0084.png,19,36,36
austin6_obj0085.png,152,111,152
austin6_obj0086.png,282,190,282
austin6_obj0087.png,77,81,81
austin6_obj0088.png,165,148,165
austin6_obj0089.png,89,89,89
austin6_obj0090.png,48,48,48
austin6_obj0091.png,131,89,131
austin6_obj0092.png,142,147,147
austin6_obj0093.png,88,99,99
austin6_obj0094.png,190,100,190
austin6_obj0095.png,129,72,129
austin6_obj0096.png,35,65,65
austin6_obj0097.png,126,107,126
austin6_obj0098.png,30,34,34
austin6_obj0099.png,126,117,126
austin6_obj0100.png,57,60,60
austin6_obj0101.png,136,95,136
austin6_obj0102.png,130,130,130
austin6_obj0103.png,94,107,107
austin6_obj0104.png,95,99,99
austin6_obj0105.png,167,129,167
austin6_obj0106.png,45,35,45
austin6_obj0107.png,100,101,101
austin6_obj0108.png,94,101,101
austin6_obj0109.png,113,208,208
austin6_obj0110.png,112,99,112
austin6_obj0111.png,81,64,81
austin6_obj0112.png,117,70,117
austin6_obj0113.png,108,88,108
austin6_obj0114.png,117,180,180
austin6_obj0115.png,142,101,142
austin6_obj0116.png,112,99,112
austin6_obj0117.png,117,123,123
austin6_obj0118.png,114,129,129
austin6_obj0119.png,119,125,125
austin6_obj0120.png,96,94,96
austin6_obj0121.png,71,75,75
austin6_obj0122.png,125,101,125
austin6_obj0123.png,123,147,147
austin6_obj0124.png,107,180,180
austin6_obj0125.png,112,84,112
austin6_obj0126.png,53,51,53
austin6_obj0127.png,150,129,150
austin6_obj0128.png,93,84,93
austin6_obj0129.png,54,59,59
austin6_obj0130.png,90,112,112
austin6_obj0131.png,87,94,94
austin6_obj0132.png,106,124,124
austin6_obj0133.png,123,160,160
austin6_obj0134.png,54,42,54
austin6_obj0135.png,123,108,123
austin6_obj0136.png,93,111,111
austin6_obj0137.png,89,118,118
austin6_obj0138.png,135,160,160
austin6_obj0139.png,57,53,57
austin6_obj0140.png,81,108,108
austin6_obj0141.png,59,54,59
austin6_obj0142.png,147,153,153
austin6_obj0143.png,120,114,120
austin6_obj0144.png,27,23,27
austin6_obj0145.png,106,94,106
austin6_obj0146.png,130,165,165
austin6_obj0147.png,53,60,60
austin6_obj0148.png,51,48,51
austin6_obj0149.png,65,60,65
austin6_obj0150.png,77,83,83
austin6_obj0151.png,106,72,106
austin6_obj0152.png,113,111,113
austin6_obj0153.png,84,105,105
austin6_obj0154.png,51,53,53
austin6_obj0155.png,108,72,108
austin6_obj0156.png,46,48,48
austin6_obj0157.png,90,155,155
austin6_obj0158.png,178,167,178
austin6_obj0159.png,143,149,149
austin6_obj0160.png,51,53,53
austin6_obj0161.png,114,180,180
austin6_obj0162.png,95,75,95
austin6_obj0163.png,106,114,114
austin6_obj0164.png,88,88,88
austin6_obj0165.png,69,65,69
austin6_obj0166.png,94,114,114
austin6_obj0167.png,59,60,60
austin6_obj0168.png,93,108,108
austin6_obj0169.png,124,113,124
austin6_obj0170.png,51,52,52
austin6_obj0171.png,112,95,112
austin6_obj0172.png,101,89,101
austin6_obj0173.png,54,54,54
austin6_obj0174.png,131,117,131
austin6_obj0175.png,59,54,59
austin6_obj0176.png,45,41,45
austin6_obj0177.png,174,161,174
austin6_obj0178.png,114,129,129
austin6_obj0179.png,102,106,106
austin6_obj0180.png,93,96,96
austin6_obj0181.png,149,172,172
austin6_obj0182.png,46,47,47
austin6_obj0183.png,23,23,23
austin6_obj0184.png,88,132,132
austin6_obj0185.png,120,132,132
austin6_obj0186.png,96,88,96
austin6_obj0187.png,102,119,119
austin6_obj0188.png,51,47,51
austin6_obj0189.png,119,78,119
austin6_obj0190.png,46,46,46
austin6_obj0191.png,138,177,177
austin6_obj0192.png,18,18,18
austin6_obj0193.png,81,82,82
austin6_obj0194.png,30,28,30
austin6_obj0195.png,93,101,101
austin6_obj0196.png,100,107,107
austin6_obj0197.png,119,156,156
austin6_obj0198.png,82,76,82
austin6_obj0199.png,111,107,111
austin6_obj0200.png,126,117,126
austin6_obj0201.png,33,27,33
austin6_obj0202.png,95,120,120
austin6_obj0203.png,102,117,117
austin6_obj0204.png,21,21,21
austin6_obj0205.png,27,24,27
austin6_obj0206.png,34,30,34
austin6_obj0207.png,22,70,70
austin6_obj0208.png,100,84,100
austin6_obj0209.png,106,136,136
austin6_obj0210.png,180,171,180
austin6_obj0211.png,39,36,39
austin6_obj0212.png,129,125,129
austin6_obj0213.png,88,88,88
austin6_obj0214.png,78,89,89
austin6_obj0215.png,48,47,48
austin6_obj0216.png,237,292,292
austin6_obj0217.png,117,123,123
austin6_obj0218.png,113,108,113
austin6_obj0219.png,64,58,64
austin6_obj0220.png,143,90,143
austin6_obj0221.png,48,47,48
austin6_obj0222.png,55,120,120
austin6_obj0223.png,60,71,71
austin6_obj0224.png,100,131,131
austin6_obj0225.png,84,77,84
austin6_obj0226.png,27,27,27
austin6_obj0227.png,72,90,90
austin6_obj0228.png,117,100,117
austin6_obj0229.png,83,112,112
austin6_obj0230.png,138,114,138
austin6_obj0231.png,83,71,83
austin6_obj0232.png,138,160,160
austin6_obj0233.png,30,29,30
austin6_obj0234.png,148,117,148
austin6_obj0235.png,83,77,83
austin6_obj0236.png,99,111,111
austin6_obj0237.png,113,96,113
austin6_obj0238.png,124,95,124
austin6_obj0239.png,137,144,144
austin6_obj0240.png,99,96,99
austin6_obj0241.png,88,136,136
austin6_obj0242.png,24,21,24
austin6_obj0243.png,99,106,106
